10.0	159.0
10.01	154.0
10.02	158.0
10.03	177.0
10.04	171.0
10.05	163.0
10.06	164.0
10.07	176.0
10.08	180.0
10.09	177.0
10.1	167.0
10.11	178.0
10.12	185.0
10.13	162.0
10.14	159.0
10.15	174.0
10.16	174.0
10.17	163.0
10.18	161.0
10.19	168.0
10.2	176.0
10.21	179.0
10.22	169.0
10.23	171.0
10.24	172.0
10.25	174.0
10.26	171.0
10.27	170.0
10.28	159.0
10.29	151.0
10.3	150.0
10.31	179.0
10.32	170.0
10.33	158.0
10.34	182.0
10.35	175.0
10.36	181.0
10.37	183.0
10.38	173.0
10.39	190.0
10.4	177.0
10.41	169.0
10.42	173.0
10.43	173.0
10.44	161.0
10.45	157.0
10.46	158.0
10.47	168.0
10.48	166.0
10.49	170.0
10.5	182.0
10.51	171.0
10.52	164.0
10.53	181.0
10.54	172.0
10.55	181.0
10.56	181.0
10.57	165.0
10.58	165.0
10.59	174.0
10.6	160.0
10.61	167.0
10.62	175.0
10.63	166.0
10.64	171.0
10.65	172.0
10.66	177.0
10.67	171.0
10.68	182.0
10.69	181.0
10.7	170.0
10.71	159.0
10.72	173.0
10.73	167.0
10.74	186.0
10.75	197.0
10.76	191.0
10.77	177.0
10.78	188.0
10.79	185.0
10.8	167.0
10.81	162.0
10.82	181.0
10.83	191.0
10.84	179.0
10.85	176.0
10.86	184.0
10.87	182.0
10.88	195.0
10.89	189.0
10.9	164.0
10.91	172.0
10.92	185.0
10.93	173.0
10.94	175.0
10.95	177.0
10.96	165.0
10.97	150.0
10.98	160.0
10.99	206.0
11.0	192.0
11.01	175.0
11.02	173.0
11.03	172.0
11.04	181.0
11.05	192.0
11.06	176.0
11.07	166.0
11.08	179.0
11.09	184.0
11.1	183.0
11.11	173.0
11.12	176.0
11.13	179.0
11.14	170.0
11.15	173.0
11.16	182.0
11.17	182.0
11.18	177.0
11.19	185.0
11.2	174.0
11.21	185.0
11.22	185.0
11.23	199.0
11.24	189.0
11.25	201.0
11.26	195.0
11.27	175.0
11.28	183.0
11.29	169.0
11.3	177.0
11.31	173.0
11.32	184.0
11.33	178.0
11.34	179.0
11.35	173.0
11.36	190.0
11.37	190.0
11.38	190.0
11.39	201.0
11.4	191.0
11.41	186.0
11.42	179.0
11.43	173.0
11.44	167.0
11.45	189.0
11.46	198.0
11.47	185.0
11.48	188.0
11.49	183.0
11.5	178.0
11.51	193.0
11.52	205.0
11.53	182.0
11.54	168.0
11.55	167.0
11.56	201.0
11.57	202.0
11.58	181.0
11.59	187.0
11.6	191.0
11.61	179.0
11.62	177.0
11.63	183.0
11.64	179.0
11.65	186.0
11.66	201.0
11.67	199.0
11.68	186.0
11.69	191.0
11.7	191.0
11.71	189.0
11.72	188.0
11.73	183.0
11.74	176.0
11.75	168.0
11.76	170.0
11.77	174.0
11.78	178.0
11.79	171.0
11.8	181.0
11.81	205.0
11.82	196.0
11.83	185.0
11.84	191.0
11.85	183.0
11.86	181.0
11.87	190.0
11.88	172.0
11.89	171.0
11.9	174.0
11.91	184.0
11.92	184.0
11.93	176.0
11.94	181.0
11.95	183.0
