10.0	2001
10.01	2008
10.02	2022
10.03	2032
10.04	2045
10.05	2026
10.06	2023
10.07	2039
10.08	2026
10.09	2007
10.1	1977
10.11	2015
10.12	2034
10.13	2045
10.14	1975
10.15	2028
10.16	1991
10.17	2032
10.18	2050
10.19	2094
10.2	2027
10.21	1942
10.22	1983
10.23	2067
10.24	2100
10.25	2079
10.26	2039
10.27	2027
10.28	2062
10.29	2028
10.3	2044
10.31	2062
10.32	2031
10.33	2074
10.34	2114
10.35	2039
10.36	2031
10.37	2007
10.38	2051
10.39	2089
10.4	2117
10.41	2053
10.42	2036
10.43	2055
10.44	2063
10.45	2053
10.46	2059
10.47	2101
10.48	2112
10.49	2098
10.5	2057
10.51	2048
10.52	2073
10.53	2042
10.54	2023
10.55	2088
10.56	2104
10.57	2127
10.58	2101
10.59	2030
10.6	2030
10.61	2071
10.62	2072
10.63	2071
10.64	2112
10.65	2075
10.66	2026
10.67	2073
10.68	2061
10.69	2057
10.7	2040
10.71	2110
10.72	2109
10.73	2079
10.74	2056
10.75	2083
10.76	2076
10.77	2103
10.78	2088
10.79	2135
10.8	2069
10.81	2093
10.82	2130
10.83	2158
10.84	2187
10.85	2144
10.86	2176
10.87	2132
10.88	2099
10.89	2134
10.9	2118
10.91	2097
10.92	2110
10.93	2161
10.94	2085
10.95	2127
10.96	2102
10.97	2106
10.98	2103
10.99	2196
11.0	2230
11.01	2149
11.02	2149
11.03	2115
11.04	2139
11.05	2140
11.06	2130
11.07	2166
11.08	2116
11.09	2099
11.1	2165
11.11	2116
11.12	2134
11.13	2162
11.14	2146
11.15	2153
11.16	2175
11.17	2169
11.18	2239
11.19	2204
11.2	2149
11.21	2193
11.22	2230
11.23	2192
11.24	2113
11.25	2193
11.26	2209
11.27	2148
11.28	2098
11.29	2104
11.3	2140
11.31	2161
11.32	2167
11.33	2164
11.34	2194
11.35	2219
11.36	2192
11.37	2157
11.38	2153
11.39	2158
11.4	2217
11.41	2194
11.42	2206
11.43	2210
11.44	2134
11.45	2154
11.46	2193
11.47	2197
11.48	2178
11.49	2177
11.5	2183
11.51	2139
11.52	2125
11.53	2158
11.54	2171
11.55	2189
11.56	2206
11.57	2225
11.58	2175
11.59	2232
11.6	2255
11.61	2239
11.62	2170
11.63	2218
11.64	2179
11.65	2197
11.66	2265
11.67	2251
11.68	2175
11.69	2123
11.7	2127
11.71	2139
11.72	2212
11.73	2179
11.74	2208
11.75	2235
11.76	2211
11.77	2181
11.78	2190
11.79	2194
11.8	2179
11.81	2175
11.82	2229
11.83	2215
11.84	2289
11.85	2255
11.86	2207
11.87	2212
11.88	2176
11.89	2216
11.9	2247
11.91	2272
11.92	2267
11.93	2242
11.94	2202
11.95	2261
11.96	2233
11.97	2192
11.98	2229
11.99	2276
12.0	2252
12.01	2248
12.02	2254
12.03	2242
12.04	2273
12.05	2284
12.06	2250
12.07	2253
12.08	2298
12.09	2218
12.1	2170
12.11	2266
12.12	2302
12.13	2311
12.14	2276
12.15	2271
12.16	2253
12.17	2236
12.18	2222
12.19	2258
12.2	2242
12.21	2247
12.22	2310
12.23	2263
12.24	2234
12.25	2230
12.26	2228
12.27	2270
12.28	2284
12.29	2296
12.3	2332
12.31	2314
12.32	2255
12.33	2264
12.34	2252
12.35	2241
12.36	2309
12.37	2326
12.38	2272
12.39	2290
12.4	2272
12.41	2250
12.42	2285
12.43	2314
12.44	2293
12.45	2333
12.46	2224
12.47	2234
12.48	2262
12.49	2298
12.5	2332
12.51	2299
12.52	2264
12.53	2256
12.54	2315
12.55	2338
12.56	2277
12.57	2237
12.58	2281
12.59	2333
12.6	2319
12.61	2327
12.62	2273
12.63	2257
12.64	2300
12.65	2351
12.66	2319
12.67	2285
12.68	2252
12.69	2275
12.7	2324
12.71	2342
12.72	2306
12.73	2282
12.74	2276
12.75	2250
12.76	2324
12.77	2362
12.78	2379
12.79	2355
12.8	2341
12.81	2312
12.82	2293
12.83	2311
12.84	2280
12.85	2294
12.86	2345
12.87	2315
12.88	2350
12.89	2392
12.9	2366
12.91	2315
12.92	2317
12.93	2322
12.94	2308
12.95	2276
12.96	2324
12.97	2349
12.98	2314
12.99	2294
13.0	2291
13.01	2335
13.02	2366
13.03	2380
13.04	2333
13.05	2299
13.06	2312
13.07	2305
13.08	2327
13.09	2414
13.1	2372
13.11	2344
13.12	2332
13.13	2391
13.14	2360
13.15	2347
13.16	2348
13.17	2334
13.18	2330
13.19	2312
13.2	2304
13.21	2396
13.22	2375
13.23	2304
13.24	2391
13.25	2435
13.26	2324
13.27	2346
13.28	2371
13.29	2322
13.3	2319
13.31	2369
13.32	2445
13.33	2481
13.34	2390
13.35	2388
13.36	2377
13.37	2386
13.38	2333
13.39	2370
13.4	2391
13.41	2411
13.42	2459
13.43	2402
13.44	2424
13.45	2442
13.46	2416
13.47	2426
13.48	2462
13.49	2424
13.5	2397
13.51	2370
13.52	2343
13.53	2376
13.54	2386
13.55	2355
13.56	2403
13.57	2384
13.58	2387
13.59	2422
13.6	2430
13.61	2397
13.62	2407
13.63	2444
13.64	2448
13.65	2417
13.66	2406
13.67	2417
13.68	2432
13.69	2425
13.7	2411
13.71	2391
13.72	2317
13.73	2392
13.74	2419
13.75	2437
13.76	2409
13.77	2360
13.78	2365
13.79	2408
13.8	2422
13.81	2410
13.82	2393
13.83	2427
13.84	2433
13.85	2427
13.86	2418
13.87	2412
13.88	2396
13.89	2440
13.9	2469
13.91	2446
13.92	2478
13.93	2417
13.94	2359
13.95	2347
13.96	2379
13.97	2469
13.98	2444
13.99	2381
14.0	2446
14.01	2464
14.02	2396
14.03	2389
14.04	2390
14.05	2413
14.06	2402
14.07	2403
14.08	2402
14.09	2424
14.1	2381
14.11	2389
14.12	2416
14.13	2392
14.14	2420
14.15	2453
14.16	2459
14.17	2457
14.18	2454
14.19	2453
14.2	2505
14.21	2485
14.22	2439
14.23	2419
14.24	2432
14.25	2473
14.26	2446
14.27	2416
14.28	2394
14.29	2448
14.3	2399
14.31	2436
14.32	2502
14.33	2498
14.34	2453
14.35	2462
14.36	2483
14.37	2464
14.38	2473
14.39	2453
14.4	2415
14.41	2427
14.42	2447
14.43	2427
14.44	2405
14.45	2468
14.46	2517
14.47	2492
14.48	2459
14.49	2470
14.5	2494
14.51	2471
14.52	2498
14.53	2500
14.54	2467
14.55	2469
14.56	2468
14.57	2441
14.58	2479
14.59	2506
14.6	2515
14.61	2488
14.62	2461
14.63	2427
14.64	2452
14.65	2455
14.66	2442
14.67	2451
14.68	2488
14.69	2484
14.7	2424
14.71	2412
14.72	2421
14.73	2459
14.74	2458
14.75	2433
14.76	2388
14.77	2452
14.78	2455
14.79	2468
14.8	2466
14.81	2472
14.82	2488
14.83	2434
14.84	2480
14.85	2498
14.86	2492
14.87	2509
14.88	2513
14.89	2570
14.9	2532
14.91	2487
14.92	2485
14.93	2520
14.94	2475
14.95	2476
14.96	2475
14.97	2471
14.98	2478
14.99	2487
15.0	2461
15.01	2456
15.02	2498
15.03	2447
15.04	2402
15.05	2408
15.06	2460
15.07	2513
15.08	2451
15.09	2420
15.1	2441
15.11	2464
15.12	2458
15.13	2473
15.14	2507
15.15	2510
15.16	2507
15.17	2452
15.18	2433
15.19	2422
15.2	2437
15.21	2380
15.22	2364
15.23	2426
15.24	2446
15.25	2461
15.26	2483
15.27	2469
15.28	2468
15.29	2456
15.3	2443
15.31	2448
15.32	2476
15.33	2486
15.34	2488
15.35	2493
15.36	2485
15.37	2431
15.38	2432
15.39	2453
15.4	2458
15.41	2481
15.42	2504
15.43	2467
15.44	2412
15.45	2458
15.46	2498
15.47	2469
15.48	2425
15.49	2408
15.5	2414
15.51	2427
15.52	2431
15.53	2438
15.54	2445
15.55	2491
15.56	2503
15.57	2437
15.58	2402
15.59	2417
15.6	2448
15.61	2450
15.62	2417
15.63	2417
15.64	2428
15.65	2461
15.66	2450
15.67	2418
15.68	2458
15.69	2454
15.7	2422
15.71	2410
15.72	2427
15.73	2446
15.74	2451
15.75	2475
15.76	2486
15.77	2465
15.78	2451
15.79	2444
15.8	2454
15.81	2454
15.82	2439
15.83	2419
15.84	2427
15.85	2415
15.86	2418
15.87	2419
15.88	2438
15.89	2423
15.9	2401
15.91	2419
15.92	2456
15.93	2438
15.94	2421
